id,candidate_id,round_no,scheduled_date,scheduled_time,session_duration_minutes,interview_mode,status,ai_score,communication_score,response_confidence_score,questions_answered,total_questions,transcript_summary,created_at
102_585,440,1,2024-06-13,16:15:00,90,AI Avatar,Completed,57.39,48.47,47.46,8,10,"The session revealed a candidate with foundational knowledge in Frontend Developer but inconsistent depth. Sapna was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 47.5 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-06-05 00:00:00
102_586,440,2,2024-06-11,12:30:00,90,Video,Completed,61.09,48.32,48.66,6,10,Sapna performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 6 of 10 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-06-07 00:00:00
102_587,441,1,2024-01-15,17:00:00,60,AI Avatar,Completed,64.0,58.25,43.99,7,8,"Arnav started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 58.2 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-01-12 00:00:00
102_588,442,1,2024-05-31,17:30:00,90,Video,Completed,60.54,49.8,57.79,7,8,Karan performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 7 of 8 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-05-29 00:00:00
102_589,443,1,2024-06-18,10:30:00,45,Voice,Completed,72.97,92.31,85.36,10,10,"Harshit demonstrated strong command over core Software Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-06-17 00:00:00
102_590,444,1,2024-02-05,13:30:00,60,AI Avatar,Completed,91.14,84.48,79.7,8,10,"Urvashi handled the pressure well throughout the interview. Communication style was confident and professional, scoring 84.5 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Frontend Developer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-01-29 00:00:00
102_591,444,2,2024-02-03,15:15:00,60,AI Avatar,Completed,92.81,86.12,79.08,8,10,"Urvashi handled the pressure well throughout the interview. Communication style was confident and professional, scoring 86.1 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Frontend Developer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-01-31 00:00:00
102_592,445,1,2024-07-31,15:15:00,60,AI Avatar,Escalated,,,,1,10,"The interview with Sonal revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core iOS Developer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 0 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-07-28 00:00:00
102_593,446,1,2024-04-05,10:45:00,90,Video,Completed,71.86,69.03,49.89,7,12,Bhavna performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 7 of 12 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-03-28 00:00:00
102_594,447,1,2024-08-06,13:30:00,90,AI Avatar,Completed,64.56,67.5,54.44,8,10,"Archana started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 67.5 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-08-05 00:00:00
102_595,448,1,2024-04-06,11:30:00,45,AI Avatar,Cancelled,,,,2,12,"Aakanksha started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 0 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-04-01 00:00:00
102_596,449,1,2024-01-12,15:15:00,45,AI Avatar,Completed,72.66,80.11,82.19,8,8,"Pratik demonstrated strong command over core Software Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-01-05 00:00:00
102_597,449,2,2024-01-08,12:15:00,30,Voice,Completed,71.18,83.11,83.67,6,8,"Pratik handled the pressure well throughout the interview. Communication style was confident and professional, scoring 83.1 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Software Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-01-07 00:00:00
102_598,450,1,2025-01-10,15:00:00,45,Voice,Completed,48.62,62.06,60.44,6,10,"The session revealed a candidate with foundational knowledge in Data Scientist but inconsistent depth. Mohit was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 60.4 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2025-01-08 00:00:00
102_599,451,1,2024-08-22,15:30:00,30,Video,Completed,64.74,51.21,61.96,7,8,"Shubham started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 51.2 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-08-19 00:00:00
102_600,452,1,2024-01-17,10:45:00,30,AI Avatar,Completed,75.5,92.48,78.76,13,15,"Jay demonstrated strong command over core Android Developer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-01-12 00:00:00
102_601,453,1,2024-05-12,12:30:00,60,AI Avatar,Completed,48.6,58.75,59.89,9,12,"The session revealed a candidate with foundational knowledge in Software Engineer but inconsistent depth. Mihir was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 59.9 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-05-06 00:00:00
102_602,454,1,2024-03-24,10:15:00,60,AI Avatar,Completed,74.01,72.63,77.0,10,10,"Neha demonstrated strong command over core Business Analyst concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-03-16 00:00:00
102_603,455,1,2024-03-02,14:15:00,90,Voice,Cancelled,,,,4,15,"The interview with Ishita revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Senior Software Engineer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 0 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-02-28 00:00:00
102_604,456,1,2024-01-23,10:00:00,30,AI Avatar,Completed,51.41,45.08,55.38,7,10,Vikas performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 7 of 10 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-01-15 00:00:00
102_605,456,2,2024-01-19,16:00:00,90,Video,Completed,53.67,45.82,56.69,13,15,"Vikas started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 45.8 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-01-17 00:00:00
102_606,457,1,2024-04-30,09:00:00,90,AI Avatar,Completed,50.94,45.44,52.22,6,10,"Yash started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 45.4 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-04-28 00:00:00
102_607,457,2,2024-05-03,16:30:00,45,AI Avatar,Completed,50.36,46.3,53.2,7,8,Yash performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 7 of 8 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-04-30 00:00:00
102_608,458,1,2025-03-22,16:00:00,45,AI Avatar,Completed,39.74,47.08,41.57,5,8,"Kritika was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a Product Manager candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2025-03-14 00:00:00
102_609,459,1,2024-06-24,17:30:00,30,AI Avatar,Completed,60.95,63.72,65.07,9,10,"The session revealed a candidate with foundational knowledge in iOS Developer but inconsistent depth. Harshit was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 65.1 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-06-16 00:00:00
102_610,460,1,2024-07-22,12:00:00,45,AI Avatar,Completed,62.78,48.27,67.06,7,12,"Nidhi started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 48.3 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-07-15 00:00:00
102_611,461,1,2024-07-06,10:15:00,60,AI Avatar,Escalated,,,,1,12,"Vivek was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a ML Engineer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-06-29 00:00:00
102_612,462,1,2024-12-26,12:30:00,30,AI Avatar,Cancelled,,,,2,15,"The session revealed a candidate with foundational knowledge in Backend Developer but inconsistent depth. Roshni was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 0 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-12-20 00:00:00
102_613,463,1,2024-06-02,12:30:00,60,AI Avatar,Completed,49.11,47.21,47.63,10,12,"Rajan started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 47.2 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-05-28 00:00:00
102_614,464,1,2025-02-22,11:30:00,90,AI Avatar,Completed,46.69,33.7,22.23,6,15,"The interview with Karan revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core iOS Developer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 22.2 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2025-02-17 00:00:00
102_615,465,1,2025-02-20,17:30:00,45,Video,Completed,91.51,81.22,89.5,12,12,"The session with Vikram was notably efficient. Answered 12 of 12 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-02-19 00:00:00
102_616,466,1,2024-05-08,17:15:00,60,Video,Completed,82.14,72.61,79.1,12,12,"Saurabh handled the pressure well throughout the interview. Communication style was confident and professional, scoring 72.6 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in QA Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-05-05 00:00:00
102_617,467,1,2024-10-13,16:00:00,60,Video,Cancelled,,,,3,12,"Vaibhav struggled to maintain focus during the session. Out of 12 questions, only 3 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Android Developer fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 0 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-10-11 00:00:00
102_618,468,1,2024-03-28,15:45:00,45,Video,Completed,93.22,80.86,85.95,10,10,"Simran demonstrated strong command over core Automation Test Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-03-26 00:00:00
102_619,469,1,2025-04-06,10:00:00,90,AI Avatar,Completed,82.72,70.29,70.88,11,12,"The session with Aarav was notably efficient. Answered 11 of 12 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-03-29 00:00:00
102_620,469,2,2025-04-02,10:45:00,45,AI Avatar,Completed,86.38,72.69,73.75,12,15,"Aarav handled the pressure well throughout the interview. Communication style was confident and professional, scoring 72.7 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Database Administrator work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2025-03-31 00:00:00
102_621,470,1,2024-07-26,15:45:00,45,AI Avatar,Completed,29.31,25.99,31.23,5,10,"The interview with Parth revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core iOS Developer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 31.2 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-07-25 00:00:00
102_622,471,1,2024-12-08,17:30:00,30,Video,Completed,77.02,72.59,81.46,10,10,"Rakesh demonstrated strong command over core UI/UX Designer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-11-30 00:00:00
102_623,471,2,2024-12-02,11:45:00,30,Voice,Completed,76.79,72.48,83.11,8,10,"Rakesh demonstrated strong command over core UI/UX Designer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-12-02 00:00:00
102_624,472,1,2024-08-12,15:15:00,30,AI Avatar,Completed,59.14,52.95,64.46,6,10,"The session revealed a candidate with foundational knowledge in DevOps Engineer but inconsistent depth. Sumit was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 64.5 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-08-07 00:00:00
102_625,473,1,2024-10-06,14:15:00,30,AI Avatar,Completed,77.88,76.6,68.52,10,12,"The session with Monika was notably efficient. Answered 10 of 12 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-10-04 00:00:00
102_626,474,1,2024-02-22,17:30:00,45,Voice,Completed,21.05,48.6,40.86,6,12,"Ansh was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a UI/UX Designer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-02-17 00:00:00
102_627,475,1,2024-04-26,16:00:00,30,AI Avatar,Cancelled,,,,2,12,"Sahil was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a Senior Software Engineer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-04-24 00:00:00
102_628,476,1,2024-02-27,16:00:00,30,AI Avatar,Completed,77.64,88.08,87.78,10,10,"The session with Vikram was notably efficient. Answered 10 of 10 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-02-23 00:00:00
102_629,476,2,2024-02-27,15:45:00,30,Voice,Completed,77.88,88.78,87.56,8,10,"Vikram demonstrated strong command over core Business Analyst concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-02-25 00:00:00
102_630,477,1,2024-06-05,17:30:00,90,AI Avatar,Completed,89.28,73.04,86.88,13,15,"Piyush demonstrated strong command over core Android Developer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-06-03 00:00:00
102_631,478,1,2024-03-26,13:45:00,90,Voice,Completed,23.77,33.72,41.03,8,12,"Ankit struggled to maintain focus during the session. Out of 12 questions, only 8 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about DevOps Engineer fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 33.7 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-03-21 00:00:00
102_632,479,1,2024-03-14,10:15:00,60,AI Avatar,Completed,90.68,74.27,83.33,13,15,"The session with Ishan was notably efficient. Answered 13 of 15 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-03-12 00:00:00
102_633,479,2,2024-03-20,10:45:00,45,AI Avatar,Completed,92.22,73.64,85.0,12,12,"Ishan demonstrated strong command over core QA Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-03-14 00:00:00
102_634,480,1,2024-09-27,16:15:00,30,Voice,Completed,91.13,92.45,72.29,6,8,"Manish demonstrated strong command over core Cybersecurity Analyst concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-09-25 00:00:00
102_635,480,2,2024-09-26,16:00:00,90,Voice,Completed,94.55,92.08,73.74,12,15,"The session with Manish was notably efficient. Answered 12 of 15 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-09-27 00:00:00
102_636,481,1,2024-09-25,14:30:00,30,AI Avatar,Completed,75.56,79.79,80.11,12,15,"Ankit handled the pressure well throughout the interview. Communication style was confident and professional, scoring 79.8 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Cloud Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-09-22 00:00:00
102_637,482,1,2024-01-30,12:30:00,30,AI Avatar,Completed,93.39,76.6,84.4,10,12,"The session with Anusha was notably efficient. Answered 10 of 12 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-01-27 00:00:00
102_638,483,1,2024-04-04,11:00:00,60,AI Avatar,Cancelled,,,,2,8,"The interview session for Komal was cut short due to technical difficulties on the candidate's end. The available transcript covers approximately 2 questions. From the partial data, the candidate appeared engaged and initial responses were reasonable, but depth cannot be assessed. Recommend follow-up session before making any recommendation.",2024-03-31 00:00:00
102_639,484,1,2025-02-20,13:30:00,45,AI Avatar,Completed,60.17,51.2,63.14,7,12,Bhavesh performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 7 of 12 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2025-02-17 00:00:00
102_640,485,1,2024-01-10,10:45:00,30,Video,Completed,94.15,81.1,78.37,14,15,"Ishita demonstrated strong command over core Automation Test Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-01-05 00:00:00
102_641,485,2,2024-01-12,10:30:00,60,Voice,Completed,95.23,82.49,80.78,12,15,"Ishita demonstrated strong command over core Automation Test Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-01-07 00:00:00
102_642,486,1,2025-03-09,16:00:00,30,AI Avatar,Completed,77.21,92.05,90.78,8,8,"Aarav handled the pressure well throughout the interview. Communication style was confident and professional, scoring 92.0 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Full Stack Developer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2025-03-01 00:00:00
102_643,487,1,2024-10-02,16:15:00,30,Video,Escalated,,,,3,12,Aryan disconnected midway through the session and was unable to return within the allotted window. Only 3 of 12 questions were captured. The partial responses available show basic awareness of Business Analyst concepts but insufficient data to make a reliable evaluation. Session flagged as incomplete and escalated for rescheduling consideration.,2024-09-26 00:00:00
